# Pathway	IN-B15-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B16-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B17-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B18-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B19-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B22-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B23-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B24-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B25-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B27-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B28-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B29-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B7-d94.sam.bam.filtered.sorted_merged_Abundance	N-B1-d94.sam.bam.filtered.sorted_merged_Abundance	N-B10-d94.sam.bam.filtered.sorted_merged_Abundance	N-B11-d94.sam.bam.filtered.sorted_merged_Abundance	N-B12-d94.sam.bam.filtered.sorted_merged_Abundance	N-B13-d94.sam.bam.filtered.sorted_merged_Abundance	N-B14-d94.sam.bam.filtered.sorted_merged_Abundance	N-B2-d94.sam.bam.filtered.sorted_merged_Abundance	N-B21-d94.sam.bam.filtered.sorted_merged_Abundance	N-B4-d94.sam.bam.filtered.sorted_merged_Abundance	N-B5-d94.sam.bam.filtered.sorted_merged_Abundance	N-B6-d94.sam.bam.filtered.sorted_merged_Abundance	N-B8-d94.sam.bam.filtered.sorted_merged_Abundance	N-B9-d94.sam.bam.filtered.sorted_merged_Abundance
PWY-4981: L-proline biosynthesis II (from arginine)	29.8559	28.3658	22.1677	83.3314	32.7162	55.4884	97.4289	45.3122	76.8662	70.7915	56.8884	79.4424	35.1468	39.8923	19.5113	40.6176	18.7176	33.5424	33.8145	14.5639	12.202	33.4691	28.2335	28.2144	49.6798	26.3553
PWY-4981: L-proline biosynthesis II (from arginine)|g__Enterorhabdus.s__Enterorhabdus_caecimuris	1.90164	4.67236	12.259	10.6567	9.10099	11.3096	28.8162	3.52856	27.467	4.96882	16.7752	6.87315	2.3432	0	4.5484	13.2875	11.4051	5.83469	3.78038	16.5839	3.01281	11.2357	38.5847	14.4481	8.38254	9.23819
PWY-4981: L-proline biosynthesis II (from arginine)|g__Lactobacillus.s__Lactobacillus_reuteri	0	26.2134	5.6381	11.9167	5.05267	73.01	395.958	89.8232	230.618	173.255	37.1392	267.076	21.1389	0	0	23.0931	0	0	0	0	0	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|g__Oscillibacter.s__Oscillibacter_sp_1_3	0	0	0	0	0.960124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2258	0	0	0	13.9153
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	75.6479	91.9795	68.0489	293.457	81.1753	144.171	144.175	85.8591	170.518	159.548	162.18	153.687	118.784	183.091	10.7466	70.4755	23.4678	102.077	106.202	0	19.4025	103.496	107.618	69.632	133.568	83.9839
PWY-4984: urea cycle	10.4948	8.48508	3.48631	8.60764	7.03743	4.6084	2.63192	4.85628	2.96117	1.76229	4.79306	1.56825	10.7681	26.7627	3.13418	0.918413	5.73063	11.8567	7.09451	7.02407	3.81811	19.8141	9.31987	0.879488	0.740511	2.21992
PWY-4984: urea cycle|unclassified	18.202	25.9727	0	24.7924	20.3771	9.31648	12.9922	0	0	0	15.5209	0	15.1573	83.9269	0	0	5.89543	21.1715	0	32.5075	0	95.8469	22.4834	0	0	0
PWY-5022: 4-aminobutanoate degradation V	13.809	19.5669	15.2281	1.89576	0	4.54847	0.51457	3.1541	0	1.91389	2.75534	2.527	5.77622	2.20168	30.2232	1.54494	0.901237	2.77164	0.360782	0	0	0	0	1.54268	6.65983	2.89166
PWY-5030: L-histidine degradation III	19.3237	12.413	20.3957	25.2952	26.1833	37.7697	25.8722	20.3719	29.9069	15.9279	28.3717	18.3921	18.1975	11.84	13.6559	35.681	27.5378	17.0448	5.19633	19.4562	27.8845	17.4111	14.0236	13.2576	20.2033	11.2778
PWY-5030: L-histidine degradation III|unclassified	53.546	53.0296	87.1256	106.701	94.0232	161.76	134.104	82.2958	160.716	79.7833	115.074	98.1049	79.3258	55.1536	59.758	168.614	121.377	72.1433	22.7119	98.8554	102.008	93.9557	84.5409	70.0646	82.4499	58.1641
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	14.5232	21.0105	13.4433	1.11963	0.40134	3.50529	2.53423	6.47398	0.178189	1.69758	1.46317	2.8417	6.17387	0.685276	26.6294	1.11572	0.468553	0.730213	1.62116	0	0	0	0.821156	0.981235	2.46318	0.826102
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Escherichia.s__Escherichia_coli	15.3292	44.6399	20.7665	0	0	1.10365	6.10515	3.72332	0	4.60491	0	5.45495	7.95163	0	63.1221	1.48809	0	1.84781	0	0	0	0	0	3.04819	0	0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|unclassified	0	0	0	0	0	0	0	0	1.08603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI	251.346	152.583	176.619	225.109	207.792	184.066	108.63	178.049	139.881	153.174	167.115	164.015	173.636	150.302	158.415	179.442	211.343	194.794	171.074	143.773	113.207	121.169	117.578	145.65	191.806	130.436
PWY-5097: L-lysine biosynthesis VI|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	1.60139	0	0	0	0	1.00659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	10.3446	1.33892	1.42742	50.2728	11.2646	10.8805	7.64111	1.52648	7.76098	11.935	20.3269	0	14.4704	0	0	6.44189	0	13.7603	15.2292	0	0	2.70402	16.308	3.02865	11.3567	5.18108
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_intestinalis	0	0	3.1757	4.24369	5.51793	0	0	0	0	0	0	0	2.01402	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	6.26295	0.844703	2.7649	1.76433	0	0	0	0	3.90745	0	0	0	0	0	0	0	2.43812	0	0	5.65987	4.92496	0	0
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_uniformis	259.995	45.6479	68.7679	7.59927	117.747	317.436	31.5146	142.093	59.2926	15.9452	155.94	173.647	82.1637	19.5635	151.876	292.697	28.0721	193.539	50.5832	54.4207	78.3195	41.0389	139.096	179.017	181.732	79.495
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_vulgatus	155.501	123.442	42.7222	1.02659	15.1474	5.75497	0	99.6173	5.0027	2.51068	20.6561	0	30.3715	19.2374	10.0567	0	16.4244	5.48247	25.4515	48.2743	25.0821	5.42502	0	11.9369	19.4044	22.8713
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_xylanisolvens	17.0742	31.4863	77.5825	0	71.4107	41.5072	19.373	0	96.7505	47.1342	62.2732	23.0429	65.8239	0	0	0	0	0	0	49.6658	5.20169	12.4323	12.69	28.1512	0	0
PWY-5097: L-lysine biosynthesis VI|g__Candidatus_Arthromitus.s__Candidatus_Arthromitus_sp_SFB_1	0	0	0	0	0	0	0	0	1.82712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	3.06712	0	0	0	0	0	0	7.65176	0	0	0	0	0	0	6.35001	2.23722	0	0	0	0	0	5.28013	0
PWY-5097: L-lysine biosynthesis VI|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	2.31373	3.64938	4.03738	2.0029	2.30568	0	5.31249	6.57542	5.87353	2.44966	0.985805	0	9.30472	14.3571	3.28801	5.12877	4.01193	2.56635	2.51203	1.63311	7.5565	4.58216	2.97942	2.1231
PWY-5097: L-lysine biosynthesis VI|g__Escherichia.s__Escherichia_coli	0	0	2.20943	0	0	2.25715	0	1.59477	0	0	0	0	1.85016	0	11.4673	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_murinus	0	12.0309	4.36609	8.99891	40.5564	8.92086	3.51679	4.0493	5.24281	14.6751	0	2.28275	10.1492	36.4892	255.204	15.5704	14.8021	10.9591	54.3271	78.7515	13.1124	32.7147	45.7282	66.1651	10.0339	15.4089
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_reuteri	0	19.9614	6.65675	7.78278	4.97162	53.0847	267.959	64.6932	145.002	124.737	24.6124	202.127	10.4947	0	0	18.927	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Parabacteroides.s__Parabacteroides_distasonis	28.1305	106.645	57.9617	0	44.0141	0	0	55.9398	0	0	25.6092	0	0	90.8216	26.0573	0	43.955	14.1221	0	65.1081	93.8466	92.6985	0	0	0	36.1047
PWY-5097: L-lysine biosynthesis VI|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0.904424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Parabacteroides.s__Parabacteroides_merdae	3.07077	2.77636	0	0	1.55191	1.15582	0	8.04973	2.35004	0	5.6342	0	1.9097	7.96669	0	3.5802	0	0	1.14567	17.1235	0	14.1491	0	0	1.27333	0
PWY-5097: L-lysine biosynthesis VI|unclassified	310.913	327.906	506.553	733.399	460.434	510.777	254.387	414.924	459.003	631.891	421.591	494.835	533.614	524.803	281.466	549.408	829.183	593.994	484.424	437.487	434.461	437.834	435.327	487.406	592.204	521.2
PWY-5100: pyruvate fermentation to acetate and lactate II	61.2443	31.424	38.6849	98.782	38.658	63.4359	90.8887	70.3721	66.0137	63.631	37.0305	72.5517	127.301	81.474	66.4619	30.6338	42.7365	85.9242	126.521	23.8776	51.3011	84.1855	49.2225	34.8545	30.2866	55.1471
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_reuteri	0	21.3989	5.92411	9.05518	6.90304	73.3443	350.263	74.8941	189.297	183.337	27.2931	236.585	13.4775	0	0	19.3734	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	151.128	128.883	138.486	314.872	112.113	199.868	179.164	221.271	151.245	197.566	129.075	145.767	455.885	366.809	137.883	121.599	156.086	248.231	353.283	121.285	296.679	421.36	301.541	188.404	108.261	252.299
PWY-5101: L-isoleucine biosynthesis II	72.4855	24.593	32.1683	3.82423	48.4918	87.1817	12.6945	50.5782	18.4427	5.82931	55.5163	40.6104	33.7433	11.5303	65.6939	69.6767	44.0591	53.0774	28.2798	23.842	22.575	12.0518	36.574	55.6845	63.8052	30.8982
PWY-5101: L-isoleucine biosynthesis II|unclassified	55.8289	23.237	27.8966	4.35893	39.8513	62.9493	16.3811	32.8643	32.0035	11.6821	49.2599	29.2985	27.0339	45.3283	43.6235	140.013	147.219	62.6972	11.994	25.3768	29.6478	15.6874	22.9829	44.3624	107.939	48.1794
PWY-5103: L-isoleucine biosynthesis III	84.7076	80.3671	66.0143	188.143	81.6191	112.957	71.2048	85.0839	81.1174	66.5529	83.0788	60.5666	94.2415	128.939	161.821	83.4182	88.4262	69.1479	124.678	91.5226	118.019	77.9074	107.771	82.56	82.7413	77.6159
PWY-5103: L-isoleucine biosynthesis III|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0.664938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Escherichia.s__Escherichia_coli	4.55834	10.4829	11.4043	0	0	3.8788	0	0	0	2.45178	0	0	7.85616	0	31.4946	0	0	2.93523	0	0	0	0	0	0	2.15506	0
PWY-5103: L-isoleucine biosynthesis III|unclassified	202.595	291.876	244.432	634.9	153.378	478.771	415.815	354.862	442.504	299.184	331.129	345.191	363.29	612.477	102.998	332.418	323.676	218.642	294.171	249.16	661.234	384.74	429.057	221.841	273.242	347.538
PWY-5104: L-isoleucine biosynthesis IV	60.9757	31.5264	39.2426	104.112	40.8363	70.4404	11.1187	64.0116	16.2181	42.0676	22.7759	29.8472	82.6173	95.5897	75.9721	20.7097	56.9449	56.5746	100.985	11.2797	10.3213	64.9092	27.7522	15.5673	32.5188	55.9384
PWY-5104: L-isoleucine biosynthesis IV|unclassified	146.975	111.143	139.998	349.87	105.032	252.415	54.6887	240.274	69.5084	191.437	93.305	151.708	311.019	446.358	89.9057	94.6441	195.666	178.7	251.09	52.5087	52.0378	318.261	154.951	75.547	120.684	251.286
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	11.0796	20.483	14.3946	11.0238	7.0141	35.462	59.5267	40.9611	48.8287	42.2205	21.0978	58.6889	14.875	0	33.6546	14.6969	2.17142	0	0	0	0	0	0.917433	3.90108	2.74492	2.45617
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	6.61207	8.90666	6.88084	3.16989	0	1.47214	1.33314	1.7992	0	0.79846	0.283336	0.716248	2.46925	0.661598	14.3493	0.189597	0.762568	1.6809	0	0	0	0	0	2.17628	2.76511	1.47415
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Escherichia.s__Escherichia_coli	7.14279	24.1748	11.5288	1.17771	0	2.38499	0.941333	2.98226	0	1.26651	0	3.23801	4.53367	0	37.5174	0.428164	0.694144	0.498031	0	0	0	0	0	2.70295	1.5749	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	2.32814	5.02752	2.70098	0.381629	0	0.534057	0.242674	0.728629	0	0.413486	0	1.36691	1.30574	0	10.7506	0.0880077	0.298044	0.145222	0.144079	0	0	0	0	0.640982	0.619604	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Escherichia.s__Escherichia_coli	7.22219	25.782	11.7514	1.2702	0	2.1099	0.641395	3.41291	0	1.64971	0	5.93324	4.91783	0	39.4795	0.456186	0.842989	0.610308	0.233082	0	0	0	0	2.95371	1.54379	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42986	0	0	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	51.9266	88.682	28.2267	17.9123	16.2249	43.5717	83.7679	59.5103	68.0616	69.129	25.9566	95.2626	62.4135	27.5595	53.9767	14.0787	33.7214	40.2073	51.0284	0.476761	1.32596	36.3445	1.60824	5.78558	15.2939	20.1677
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Escherichia.s__Escherichia_coli	15.0685	43.1214	18.2407	0	0	2.92558	1.73316	3.33405	0	1.89153	1.80502	2.86853	7.08164	0	58.181	0.921988	1.32857	0.966541	0	0	0	0	0	2.80491	2.05337	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	40.6747	37.7461	9.20746	30.1904	25.2426	68.1822	23.1394	50.491	11.331	9.29497	0	46.3067	117.982	79.8637	6.26491	20.3015	38.3354	72.1902	116.488	0	0	98.007	0	8.28171	8.70097	14.9964
PWY-5173: superpathway of acetyl-CoA biosynthesis	4.1475	4.58354	1.85422	0.206034	0	0.307261	0.553366	2.1143	0	0.729999	0.135897	0	1.87007	0.116751	6.81224	0.364717	0	0	0.0786706	0	0	0	0	1.0988	0.625718	0.829405
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Escherichia.s__Escherichia_coli	11.9932	18.2789	6.48902	0.528813	0	0.984469	1.96715	5.96032	0	2.56792	0.428662	0	5.73644	0.411087	28.6803	0.337772	0	0	0.335605	0	0	0	0	3.95654	2.44957	0.970058
PWY-5173: superpathway of acetyl-CoA biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29295	0	0	0	0	0	0	0	0	0	0
PWY-5177: glutaryl-CoA degradation	6.41273	6.79771	5.97048	12.7518	5.22556	2.78656	3.13494	5.2026	2.1017	9.00032	5.73751	8.82487	9.63134	7.16681	4.59169	1.1392	2.30193	8.43654	9.19368	0.948034	2.03479	13.6147	7.84163	5.49114	9.53883	4.94297
PWY-5177: glutaryl-CoA degradation|unclassified	15.5776	20.9063	19.9914	52.4356	20.111	10.7641	15.2972	17.399	6.77543	44.6184	25.0991	40.2219	38.2781	39.8244	15.3913	4.80785	10.1046	34.7864	41.1492	5.56699	13.5395	88.469	51.8943	29.8763	39.0907	27.3769
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	23.2978	14.3331	15.1564	101.609	27.0522	7.52571	12.4717	27.8793	3.06831	9.75829	9.52726	13.0745	31.5932	34.3581	18.9601	4.26237	9.16112	15.7804	66.4475	1.25823	0.513433	4.27478	6.6326	11.2091	13.7852	7.63797
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	1.92688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56085	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	14.3695	42.0052	19.4478	1.48919	0	4.52181	6.16037	2.43014	0	3.59243	2.10586	4.10672	4.94157	0	57.2277	1.17798	1.2971	0.965946	0	0	0	0	0	7.61622	3.33526	1.02088
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Mucispirillum.s__Mucispirillum_schaedleri	20.4474	9.1502	7.50269	116.559	6.11254	11.4002	0	75.7592	4.02175	1.05099	0	6.02914	61.0702	99.251	0	0	10.3887	5.01378	101.153	0	0	8.41522	0	0	7.54554	2.29425
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19479	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	22.7091	0	37.6247	216.132	26.7174	0	6.21885	0	0	31.2463	17.0354	53.1977	6.75692	62.0642	12.7097	6.90357	10.3424	48.2734	64.4455	6.34374	0	0	27.9375	47.9734	22.5161	15.7096
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	9.12843	11.5944	8.43064	3.91844	0	1.65297	3.43162	0.995281	0	2.76627	1.51726	2.40837	2.33247	0.720122	16.101	0	1.9505	1.58881	2.04642	0	0	0	0	2.30055	3.78274	0.427071
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Escherichia.s__Escherichia_coli	16.8609	52.5553	20.8168	2.83923	0	4.02639	9.80337	3.26022	0	6.20496	2.15081	0	5.11243	0	69.9	0	4.11942	0.881126	0	0	0	0	0	7.66952	6.06518	1.67087
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	17.3961	17.9325	16.6673	6.65619	0	5.77779	2.11458	2.80446	0	3.16785	2.1561	3.79306	11.2725	0	19.9479	2.98218	0.961807	6.09511	0	0	0	0	0	4.81873	8.67508	7.35333
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	20.3274	24.5407	55.427	29.7551	46.545	56.2845	32.8058	31.4387	39.7962	31.9333	24.1041	19.5126	45.4582	30.9917	33.3408	56.7105	71.7097	64.2202	19.5021	34.8486	14.9078	16.842	24.3676	22.3066	46.8357	41.415
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|g__Escherichia.s__Escherichia_coli	0	1.39465	2.57689	0	0	0	0	0	0	0	0	0	0	0	1.61703	0	0	0	0	0	0	0	0	0	0	0
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|unclassified	50.8996	101.801	157.759	95.933	133.847	187.977	161.829	133.293	157.033	151.075	97.2359	102.917	135.769	163.352	110.106	258.812	311.534	258.597	85.1624	156.825	91.6841	100.301	146.942	113.935	185.541	214.797
PWY-5367: petroselinate biosynthesis	0	0	0	0	0.598953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	4.89723	8.79695	4.86696	2.67927	1.54002	3.62021	7.6728	4.0422	0	1.57947	1.51585	4.46054	3.5374	0	9.47177	2.85209	0.0767523	0.600928	0	0	0	0	0	0.538966	0.614266	0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Escherichia.s__Escherichia_coli	10.5194	30.0978	9.48319	0.760196	0	2.10174	3.34408	4.05907	0	0.610274	2.07108	2.37288	3.38886	0	32.4487	0.407039	0.351642	0.949382	0	0	0	0	0	3.08891	1.56839	0
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	0	0	5.36958	0	0	0	1.17715	2.95332	0	1.72875	0.682249	0	0	0	0	0	0	0	0.304625	0	0	0	0	2.88915	1.45075	1.43462
PWY-5484: glycolysis II (from fructose 6-phosphate)	83.6417	87.5289	134.329	26.1958	132.943	75.985	27.2035	55.9177	93.6395	71.2519	89.7774	43.4965	135.038	69.6018	65.4863	21.408	68.3168	45.9515	59.5836	84.3382	41.2558	59.6234	34.19	48.4299	32.336	37.3772
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Escherichia.s__Escherichia_coli	8.69319	31.5599	15.8786	0.814773	0	5.20763	3.24618	5.02494	0	0	0	3.1761	2.97271	0	44.3383	0	0	2.17567	0	0	0	0	0	0	1.77861	0
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified	59.9486	62.1052	0	0	11.2177	118.577	21.0968	41.4044	79.1276	36.7105	76.3476	74.8091	73.3819	0	23.7688	26.2743	65.4963	0	19.1638	46.8017	57.3654	33.6554	74.1805	41.7804	27.8132	36.5793
PWY-5505: L-glutamate and L-glutamine biosynthesis	12.6943	7.51064	6.5754	0	0.218554	3.50084	0.71029	0.741213	0	1.47671	1.32561	1.10314	2.58448	3.05987	11.5254	2.21439	4.25826	0.739965	2.10758	0	6.7063	0	0	2.38883	2.00294	4.00768
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified	1.78616	10.3705	0	0	0	0	0	0	0	0	3.55545	0	0	15.7137	0	9.24595	19.4464	0	2.93867	0	40.1317	0	0	0	8.48571	21.7315
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	9.18306	14.0062	9.14291	1.72521	0	2.44955	0.778336	1.85555	0	0.988942	0.566416	1.21635	3.37673	0.515976	21.5819	0.333616	0.526892	0.477684	0	0	0	0	0	1.82381	2.47894	0.982324
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|g__Escherichia.s__Escherichia_coli	11.7484	37.2338	18.7049	0	0	4.28728	1.70227	3.17664	0	1.89451	0	4.1416	6.84583	0	54.4339	0.788349	0.976748	0.799768	0	0	0	0	0	2.29618	2.3059	0
PWY-5656: mannosylglycerate biosynthesis I	1.82036	3.63653	1.48037	0.201908	0	0.399268	0	0.439326	0	0.223969	0	0	0.20132	0	2.98953	0	0	0	0	0	0	0	0	0.498249	0	0
PWY-5656: mannosylglycerate biosynthesis I|unclassified	0	0.910612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis	14.7139	17.8416	21.201	16.0463	20.2794	12.0745	16.004	7.85705	25.8492	12.4407	13.923	12.0773	21.7266	4.24531	19.8681	11.7822	16.6487	18.3273	6.71029	8.28416	1.05268	5.31723	10.3735	11.5663	13.864	10.4242
PWY-5659: GDP-mannose biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	5.20151	9.48242	6.18001	3.63081	11.5586	2.89071	9.45987	0	2.95173	3.52628	1.44926	5.95903	0	0	0	0	0	0	0	4.65809	5.55086	5.29501	3.57432	4.26834	0	0
PWY-5659: GDP-mannose biosynthesis|g__Escherichia.s__Escherichia_coli	10.0001	38.1832	13.8368	1.24129	0	1.90328	1.07574	3.8693	0	0.735437	0	2.39653	8.1013	0	42.0166	0	0	1.17569	0	0	0	0	0.809128	1.13645	2.75893	0
PWY-5659: GDP-mannose biosynthesis|unclassified	27.6919	23.3849	73.5775	57.9928	68.9469	50.275	92.5354	30.9112	147.141	64.8562	64.7374	59.781	83.1048	23.6432	24.357	60.8066	76.2245	66.1312	27.7309	42.9299	0	28.5921	61.4274	61.056	49.6474	57.6595
PWY-5667: CDP-diacylglycerol biosynthesis I	215.989	119.994	126.739	161.633	139.829	128.106	100.239	144.323	84.8763	109.169	117.653	113.368	140.464	73.7274	144.898	126.145	116.513	122.242	119.441	99.4225	62.9244	76.0047	58.459	107.865	127.767	70.4652
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_intestinalis	0	0	1.34155	4.79965	2.61724	0	0	0	1.1191	0	2.5979	2.16054	4.05028	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	12.5304	0	1.62035	1.51252	0	0	2.05518	0	0	0	0	0	0	0	0	0	3.01746	3.72558	0	10.2054	4.56792	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	245.074	39.1433	72.6256	7.73612	102.466	271.623	43.2065	121.333	55.7978	14.5351	147.478	148.556	61.7111	14.9973	141.594	307.945	30.1501	153.477	34.3389	66.1728	59.7676	37.3666	106.901	165.402	161.202	77.4719
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	4.25642	0	5.1163	1.91519	2.0003	0	7.71487	0	0	0	1.63824	2.83816	0	0	0	0	0	0	0	0	4.21539	0	5.80606	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	6.94914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	5.04685	0	0	0	0	0	0	7.75965	0	0	0	0	0	0	4.46174	2.2614	0	0	0	0	0	5.21967	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Dorea.s__Dorea_sp_5_2	9.13139	0	0	0	0	0	0	0	0	2.95478	0	0	0	13.6591	0	0	0	0	1.34268	0	0	20.629	16.6095	6.68855	3.82908	10.7098
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Escherichia.s__Escherichia_coli	24.6895	56.0579	24.2472	1.81688	0	6.90273	5.94378	5.97523	0	3.40157	3.19918	2.97258	13.693	2.87347	86.3916	2.30588	0.957234	2.35076	0	0	0	0	0	4.53012	5.89345	3.71336
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Eubacterium.s__Eubacterium_plexicaudatum	0	0	0	0	50.6942	0	49.2422	0	0	10.3944	0	0	0	0	0	0	0	0	61.2439	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	19.2577	9.74389	6.83146	3.75126	45.9283	288.887	70.5884	142.089	136.283	22.7881	200.1	9.81504	0	0	16.5215	0	0	0	0	0	0	0	0	0	0
